分数_Score,公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,创新机构行业分布占比_InnovationInstitutions(%),行业集中度CR8值_CR8IndustryConcentration,周期性行业_PeriodIndustry,劳动力行业分布_LaborIndustryDistribution,高水平人才分布_DistributionOfHighLevelTalents,数据化人才分布_DataTalentDistribution,每股收益(元/股)_BasicEPS,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股净现金流量(元/股)_CFPS,每股企业自由现金流量(元/股)_EntfcfPS,净资产收益率(平均)(%)_AvgROE,资产净利率(%)_ROA,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售毛利率(%)_Gincmrt,销售成本率(%)_Salcostrt,营业利润/营业总收入_OpeprTOR,息税前利润/营业总收入(%)_EBITTOR,营业总成本/营业总收入(%)_TopecostTOR,销售费用率(%)_Opeexprt,管理费用率(%)_Admexprt,财务费用率(%)_Finexprt,资产减值损失/营业总收入_AstimpaTOR,净利润_Netprf,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/净债务(%)_Tanastndb,经营净现金流量/负债合计_NOCFtotlia,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,应收账款周转率(次)_ARTrat,应付账款周转率(次)_AccrPayrat,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售现金比率(%)_Casrtsale,经营现金净流量/经营净收益(%)_NOCFONI,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,价值变动净收益／利润总额(%)_Valchgtprf,营业外收支净额／利润总额(%)_Noopenitprf,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP,RGB_Red,RGB_Green,RGB_Blue,主营业务_MainBusiness,积极新闻舆情_Positive,消极新闻舆情_Nagative,消极/积极_Na/P,消极/中立_Na/Ne,监管确定_RegulatoryCertainty,劳动力流动_LabourMobility,资本流动_CapitalFlow,贸易流量_TradeFlow,全球经济增长地位_GlobalEconomicGrowthPosition,国民经济增长地位_NationEconomicGrowthPosition,法治程度_RuleOfLaw,有形产权_TangiblePropertyRights,无形产权_IntangiblePropertyRights,纠纷调解_DisputeResolution,税收优惠_TaxIncentive,税收负担_TaxBurden
69,170493,C002815,崇达技术股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.6792,3.3113,4.3984,0.8002,0.8572,1.7448,1.9022,1.0778,-1.0351,-0.5212,20.6425,11.3216,15.779,15.3325,32.9371,67.0629,18.1932,19.488,83.4268,3.8812,5.545,1.0006,0.1632,560569557.3,712498776.1,943687902.5,18.1932,23.4427,1.5325,1.2674,0.9504,70.6448,141.5533,281.9879,82.174,492.0501,0.4364,1.0059,0.6701,25.4757,27.67,28.3417,29.1549,26.282,33.8257,27.8352,9.7034,15.1118,0.3341,15.1118,0.3341,10.9809,117,7.2448,5.3453,3.2293,1.6257,1.9583,1.3463,0.7384,98.8375,24.5057,147.8633,2.2933,-860380016.6,895948956,-2120820056,159.8283,98.8375,18.0951,0.625,49.4583,41.3987,0.0056,0.1313,73.8212,26.1788,65.1173,34.8827,58.6013,712009241.7,0.2464,91.2336,91.2336,4.4987,2.1394,-0.1517,15.3325,84.4037,93.2146,19.488,34,166,66,5,0.5362,0.0435,0.0087,0.0811,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
64,187098,C002835,深圳市同为数码科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.02,3.0011,2.8232,0.0036,0.0151,1.0367,1.1788,-0.1564,0.1442,0.2972,0.6111,0.4812,0.5186,0.6509,25.5484,74.4516,0.1262,0.5331,101.3555,6.0906,3.8814,-0.0516,1.6875,3969263.69,3250890.28,18874288.41,0.1262,0.717,2.8953,2.2024,2.1127,32.2727,309.8596,398.1795,33.3396,,-0.1615,0.0124,-0.1653,-77.7778,7.3,-93.1212,-81.0079,-80.5914,-7.6331,7.8487,-80.5168,-0.3853,8.2373,-0.3853,8.2373,0.5084,180,3.3563,4.8967,,1.0734,2.7317,0.9389,0.7393,91.156,-5.5416,,2.1354,31147140.62,-33792987.43,-412782086.1,-851.3667,91.156,-4.0971,1.2745,83.3524,24.3986,,,79.9269,20.0731,97.7008,2.2992,75.6014,387374498.9,0.0074,-224.0912,-224.0912,,133.3624,79.1304,0.6509,107.6054,113.468,0.5331,14,65,124,10,0.2477,0.1284,0.0128,0.5184,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
77,193075,C002841,广州视源电子科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,1.55,5.1919,25.9103,1.7477,1.6986,3.0839,3.2963,2.7196,1.8161,2.5324,33.9792,17.7567,34.3369,6.2474,20.0707,79.9293,6.7452,6.5556,93.6412,4.7195,2.9321,0.127,0.9272,1004274077,1113382420,1197730509,6.7452,7.7781,1.5986,1.1352,1.0464,102.128,97.9163,141.3317,114.0914,,0.5129,0.0591,0.531,43.5185,41.49,50.7829,50.9088,53.7874,50.9155,94.3812,7.0892,35.6992,41.3475,35.6992,41.3475,27.3604,36,10.2502,231.1575,,3.5828,24.7034,5.7464,2.8422,110.0096,10.4963,165.0679,5.8742,1190402332,1782654220,-874743579.5,168.0096,110.0096,29.8329,4.884,64.6698,49.6577,,,58.5633,41.4367,96.5839,3.4161,50.3423,2009319950,0.0337,93.21,93.21,-0.0287,1.3895,1.1257,6.2474,91.578,104.0633,6.5556,196,32,42,6,0.6604,0.0692,0.0115,0.1048,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
64.5,191380,C002845,深圳同兴达科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.49,5.6526,20.1954,0.4362,0.7019,2.2831,2.4257,2.0538,0.6009,-2.0821,9.156,2.5597,9.583,2.395,8.3778,91.6222,2.16,3.4755,98.6201,0.9166,2.8503,0.4663,0.1922,98086403.19,142333333.8,182696285.6,2.16,2.8944,1.1376,0.7657,0.6974,295.7602,33.8112,56.0384,311.5892,92.7186,0.1229,0.0784,0.1242,-36.3636,26.58,-42.1018,-35.0368,-34.2652,43.9311,482.1671,-42.8675,15.0562,45.0506,15.0562,45.0506,8.8311,180,3.765,4.2609,3.5354,1.2492,11.4762,3.8229,1.0687,92.4723,10.1697,737.015,8.4929,121857032.8,416490440.9,-135912138.1,424.6159,92.4723,10.8687,1.8175,89.6984,74.7322,,,35.9132,64.0868,98.9336,1.0664,25.2678,461406599.9,0.0315,49.7345,49.7345,,1.5643,22.1453,2.395,86.3253,79.8296,3.4755,251,13,27,2,0.3439,0.0849,0.0425,0.2469,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65,194959,C002855,东莞捷荣技术股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.12,4.8604,9.179,0.1339,0.1594,1.8191,1.9619,0.8429,-0.6002,0.4886,2.485,1.1367,2.6091,1.1592,15.7303,84.2697,1.4592,1.7363,98.7416,1.2147,7.9652,0.573,1.0115,29327765.62,38250599.93,130151038.2,1.4592,1.3299,1.2764,0.8196,0.7454,115.2236,86.7878,98.1443,136.9574,102.4054,0.1505,0.2616,0.1614,-47.8261,-1.71,-41.246,-49.657,-48.3424,-19.6,245.9526,-42.0371,-2.2892,27.1172,-2.2892,27.1172,1.6804,177,3.516,4.7881,,1.463,5.5548,1.8666,0.9806,95.6526,9.1828,729.7376,3.831,-144058578,202293530.2,65719799.63,792.2015,95.6526,9.005,0.8287,78.5632,53.4495,,,49.5317,50.4683,93.2572,6.7428,46.5505,346401968.1,0.0774,100.6378,100.6378,-0.3909,0,-16.7011,1.1592,92.7026,72.0139,1.7363,197,26,37,6,0.1489,0.0213,0.0036,0.143,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74.5,207680,C002869,深圳市金溢科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.18,8.5649,5.1278,0.1336,0.0781,1.8332,2.2156,-0.2383,-2.0105,-1.305,2.1312,1.2028,0.9324,2.7497,38.3906,61.6094,2.6063,1.5226,102.0357,13.9602,11.7434,-1.1474,2.7676,21649120.59,9197174.05,23606743.47,2.6063,3.0987,2.81,2.5036,1.9043,37.9316,263.6325,355.486,40.7785,,-0.0734,0.0143,-0.0752,-78.8235,-7.05,-84.2961,-83.766,-81.0808,25.8655,-282.5982,-75.4603,-1.3388,0.1864,-1.3388,0.1864,1.0939,264,3.4162,2.258,,0.5312,4.9174,0.5947,0.4374,95.0955,-4.6476,,12.5081,-236835922.3,-28074145.14,-387404032.7,-169.021,95.0955,-2.0329,3.4288,67.352,27.6874,,,78.0454,21.9546,97.4854,2.5146,72.3126,675269052,0.0096,-76.2455,-76.2455,2.3537,27.7281,2.3861,2.7497,102.9862,175.3607,1.5226,14,21,121,4,0.417,0.0648,0.0162,0.1554,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67.5,207684,C002876,深圳市三利谱光电科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.35,11.0195,11.037,0.3593,0.7193,4.8017,5.4414,-1.0951,-0.2976,2.4624,3.1486,1.4771,3.659,3.0886,18.0622,81.9378,3.2553,6.5175,99.5833,1.5109,3.7954,4.9708,1.3142,27698471.47,57547060.32,94842024.8,3.2553,3.515,1.4452,1.0181,0.9041,126.9829,78.7508,90.437,141.2751,135.5451,-0.0783,0.3432,-0.0902,-69.5652,9.83,-68.2914,-69.796,-66.7725,43.4986,8.7421,-66.4463,0.4213,18.8223,0.4213,18.8223,2.7476,306,2.0576,2.747,,0.6856,2.2794,1.0037,0.4782,86.4258,-9.9224,-2381.1146,2.0127,-23807137.29,-87611015.84,109791827.1,-321.261,86.4258,-4.7453,3.4108,88.447,55.83,0.015,,47.4892,52.5108,86.7437,13.2563,44.17,432340628.6,0.1676,12.8562,12.8562,,0,-0.4321,3.0886,95.2875,49.7326,6.5175,34,53,132,3,0.4773,0.0341,0.0114,0.0714,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67,228734,C002881,美格智能技术股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.2573,2.919,5.4584,0.2582,0.2775,0.8716,0.9724,0.2024,-0.0237,0.2762,9.1258,5.4473,8.5262,4.7135,16.4594,83.5406,4.7295,5.0838,96.5078,1.4361,2.907,0.8615,1.8135,46655571.85,50320879.04,66751156.47,4.7295,5.4611,2.2097,1.7249,1.193,69.593,143.6927,169.5552,71.5461,249.9987,0.0996,0.0062,0.1004,-27.4598,36.58,-24.9277,-23.0033,-17.1086,,316.3564,-22.7685,7.3283,10.1085,7.3283,10.1085,8.4674,151,5.0939,4.4584,,1.2962,12.7098,1.9361,1.1557,106.4299,3.7077,106.1717,0.5263,-4303762.17,36700308.18,-439106880.6,78.6622,106.4299,4.285,0.5143,89.5057,41.0353,,,62.9018,37.0982,99.261,0.739,58.9647,442324193.2,0.0051,72.0572,72.0572,,13.3972,2.4134,4.7135,97.2569,95.3312,5.0838,24,133,208,7,0.5543,0.0223,0.0032,0.0402,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
60.5,228296,C002885,深圳市京泉华科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.8,6.1409,9.7192,0.6647,0.7307,2.382,2.6172,-0.0097,0.746,1.6198,11.3954,5.5916,8.8999,6.6419,17.3191,82.6809,6.8391,7.5185,94.3968,3.2307,3.3951,-0.8532,0.4729,79735470.46,87689013.1,105734287.1,6.8391,8.2582,1.8105,1.3481,1.2292,97.3295,102.7438,109.3887,101.5802,188.825,-0.0016,0.2607,-0.002,-3.6145,15.47,30.8303,33.894,34.6945,,-102.9745,23.0981,11.228,10.613,11.228,10.613,10.3727,202,4.1345,3.1244,,1.0864,24.6626,1.6668,0.8419,109.2425,-0.0997,-1.7797,8.3835,89517233.59,-1163062.62,-411034372.6,-1.5014,109.2425,-0.084,1.7537,88.7127,49.2875,0.0768,,52.2419,47.7581,82.554,17.446,50.7125,479925498.5,0.1696,76.7063,76.7063,,8.0057,6.3738,6.6419,90.927,97.1563,7.5185,204,30,44,2,0.3488,0.0698,0.0349,0.2001,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66.5,228142,C002888,广州惠威电声科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.23,3.5712,2.1385,0.1703,0.2285,1.3302,1.4556,0.1047,-1.2398,-1.1225,6.4232,5.7974,5.9535,10.5867,36.0493,63.9507,7.9637,10.6843,94.4679,9.8577,11.2156,-0.8433,1.0709,28226111.48,28486402.64,43094603.05,7.9637,13.6939,8.7589,5.9985,2.4039,9.8885,1011.2734,1522.9537,10.1557,,0.2966,0.0109,0.3216,-28.125,2.86,-43.5165,-20.0726,-16.023,5.3451,11.585,-18.215,2.6807,0.9927,2.6807,0.9927,-4.9915,227,1.6672,30.3684,,0.7593,2.2245,0.6067,0.5476,113.9297,4.8978,88.5335,1.0102,-154575673.9,13058374.5,-450727479.1,46.2635,113.9297,2.6821,0.6922,-76.6824,8.9987,,,93.8384,6.1616,92.2254,7.7746,91.0013,315054350.3,0.0077,47.9901,47.9901,,13.1641,30.9159,10.5867,91.8377,107.8928,10.6843,221,86,37,9,0.125,0.0179,0.002,0.1432,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66,207409,C002902,东莞铭普光磁股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.18,7.5491,11.4621,0.1532,0.2073,2.4455,2.7577,-0.2842,0.1835,0.4758,2.4512,1.4608,2.6588,1.5828,13.7586,86.2414,1.3367,1.8089,99.3891,2.7763,4.9145,0.2192,0.7368,25756039.17,29027329.78,74310585.83,1.3367,1.5615,1.9101,1.4712,1.3625,69.6884,143.4958,149.9048,74.5008,185.622,-0.054,0.0041,-0.0542,-74.6479,6.47,-76.5797,-74.1941,-68.3925,7.4408,-275.0185,-68.3206,1.1744,7.1364,1.1744,7.1364,1.7706,201,4.471,2.9647,,1.1605,5.9385,1.5272,0.9229,68.5021,-2.4793,-405.8289,2.4983,25687481.28,-39784583.07,-515757714.2,-156.6378,68.5021,-2.2881,1.1127,72.8219,40.9484,,,59.9848,40.0152,99.6258,0.3742,59.0516,667824026.1,0.0026,41.5539,41.5539,,26.0266,9.0792,1.5828,107.661,81.2742,1.8089,13,84,152,5,0.2052,0.1053,0.0211,0.5132,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70,205006,C002906,惠州市华阳集团股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.04,7.1884,7.332,-0.0158,-0.031,4.0819,4.4158,0.1624,-0.4771,0.0915,0.4825,0.3873,0.6938,0.5196,20.4746,79.5254,-0.2156,-0.4225,101.8359,5.7874,4.1091,-0.4271,1.6876,16635325.45,-14654777.71,95981562.07,-0.2156,-0.3574,3.0035,2.4567,1.9422,33.6316,297.3395,360.8614,35.4001,801.7096,0.0672,0.0298,0.0712,-94.1176,-5.77,-102.4519,-103.6225,-93.5489,4.0765,-55.2955,-93.8954,-2.6856,-4.4964,-2.6856,-4.4964,,184,5.2947,3.0866,,1.0111,4.1421,1.0061,0.7453,107.3639,2.2154,,2.2549,-225723716.9,76846653.03,-1410127112,426.375,107.3639,1.6512,1.1262,,25.1546,,,78.3015,21.6985,94.3697,5.6303,74.8454,2162509223,0.0189,,,,,,0.5196,,,-0.4225,204,9,23,5,0.3939,0.0303,0.0061,0.0769,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65.5,232010,C002908,广东德生科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.5413,5.0287,3.4492,0.5911,0.5637,1.0845,1.2638,0.3089,0.0945,0.4903,11.1523,8.888,10.641,15.6912,45.377,54.623,17.1364,16.342,87.6812,10.203,7.2769,-0.7517,3.3191,72177437.39,75159236.91,81857898.27,17.1364,24.0019,4.6823,4.2565,4.1591,26.2438,381.0418,521.087,26.6939,,0.2341,0.0023,0.2361,-0.6607,1.86,17.1722,17.8867,25.4852,,-22.1779,16.7484,7.4792,8.9124,7.4792,8.9124,7.2936,305,3.2394,1.851,,0.5875,23.9899,0.7106,0.5664,99.9542,8.956,72.7018,0.7784,12595152.95,41189821.03,-265404844.2,57.0764,99.9542,5.073,3.3041,63.0522,20.7861,,,83.8992,16.1008,99.1476,0.8524,79.2139,642460412.2,0.0022,71.9318,71.9318,,4.165,-0.0626,15.6912,91.624,104.7952,16.342,8,70,151,4,0.209,0.0597,0.0149,0.2856,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
67,232016,C002912,深圳市中新赛克科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,1.92,12.124,6.4768,2.0682,1.8484,5.7212,6.078,2.119,0.6419,1.6403,16.8313,10.8541,14.8681,29.6228,78.666,21.334,31.9324,28.5392,79.9947,23.5227,8.058,-3.7688,4.0477,204754823.8,197265204.5,209646991,31.9324,65.7388,2.2315,1.9552,1.8554,64.9404,153.9874,1532.5878,70.8227,,0.2691,0.0152,0.2742,19.2547,33.25,56.0885,54.3327,54.729,,7.5014,36.2254,13.583,30.2297,13.583,30.2297,11.8849,684,0.6477,2.8005,,0.422,11.0133,0.5682,0.3664,120.962,32.716,163.5363,4.3309,68505832.77,226135430.3,15698698.92,110.4421,120.962,11.9875,9.8572,66.1214,39.372,,,93.8748,6.1252,98.163,1.837,60.628,1015726115,0.0119,61.9207,61.9207,-0.0642,0,1.1625,29.6228,91.6886,113.2057,28.5392,16,30,80,5,0.5966,0.0504,0.0101,0.0845,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
76.5,170788,C002916,深南电路股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,2.49,13.2944,27.1505,2.7996,2.9914,4.1657,4.7116,3.1398,-3.3686,-1.7908,20.2389,8.746,14.9717,9.1858,23.1296,76.8704,10.3113,11.0179,90.6929,2.0648,4.2808,0.7552,1.2213,697252358,837599228.1,1219968916,10.3113,12.1803,1.2067,0.8232,0.7152,128.9909,77.5249,158.9513,144.1383,196.9065,0.1831,1.8738,0.254,16.9014,29.28,56.2561,54.1646,55.5908,,-9.0024,32.4221,17.5094,14.5367,17.5094,14.5367,15.3386,130,4.9224,6.297,5.4248,1.8867,2.4057,2.2066,0.9521,93.1443,11.5643,124.2529,3.0973,-943219202.9,879133564.8,-1057900201,125.8933,93.1443,11.0106,2.3217,69.5806,56.3212,0.1221,,61.3827,38.6173,72.0794,27.9206,43.6788,715463733,0.36,90.9966,90.9966,-0.0288,1.5084,-0.8148,9.1858,89.8108,92.8298,11.0179,17,77,143,4,0.6622,0.0483,0.0121,0.0729,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
64,218396,C002930,广东宏川智慧物流股份有限公司,1,0.032,0.3991,0,0.478,0.435,0.0219,0.45,7.2839,1.6362,0.5989,0.7028,1.9325,2.097,0.0648,0.9814,1.35,6.8729,4.3223,5.6558,25.801,58.055,41.945,36.6031,42.9527,65.2906,2.8869,12.1622,6.8148,0.0079,102710073.7,170988556.6,272332333.2,36.6031,56.6722,1.1369,1.1329,1.0062,59.4078,168.328,180.8019,109.4724,144.5306,0.015,13.6171,0.0429,-10,6.21,14.3905,13.0116,11.4786,,-93.102,-23.4625,45.6522,51.8264,45.6522,51.8264,2.4304,43,70.079,9.4305,,1.4325,0.3865,0.2664,0.1667,105.8647,3.9581,11.4036,3.7915,238775840.1,15756702.28,-894003736.2,15.341,105.8647,0.6597,1.2938,28.7904,36.5571,0.2204,,64.3877,35.6123,34.9072,65.0928,63.4429,50326198.24,0.3751,95.9831,95.9831,,1.8532,-1.2199,25.801,71.3485,84.1901,42.9527,211,10,32,8,0.1842,0.1053,0.0132,0.5717,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
79.5,275736,C002938,鹏鼎控股(深圳)股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,1.3,7.7388,11.1856,1.4728,1.4515,1.41,1.5261,2.6865,1.8374,1.6028,18.3703,10.9578,15.5212,10.7184,23.1919,76.8081,13.1671,12.9764,87.657,1.1824,3.5208,0.309,0.501,2771221516,3355020466,4914850919,13.1671,15.8712,1.7457,1.5091,1.3489,52.9183,188.9707,222.8071,59.5399,2193.3778,0.656,0.0065,0.6592,39.7849,14.79,59.1801,55.1121,51.6549,,271.1806,4.138,45.6294,17.7683,45.6294,17.7683,13.1524,125,8.5206,4.2997,,1.6675,3.5105,1.7139,1.0223,105.3657,24.0176,194.5855,2.5888,4247078002,6209705646,-3975380357,224.0783,105.3657,24.554,2.6907,58.2958,34.6056,,,69.0217,30.9783,99.5211,0.4789,65.3944,7025232694,0.0025,95.0496,95.0496,,2.9777,-1.3959,10.7184,82.5393,100.0726,12.9764,242,16,35,4,0.4524,0.0635,0.0159,0.1404,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65,78283,C300042,深圳市朗科科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.4828,7.1481,7.2373,0.5754,0.5507,1.4265,1.6153,0.454,0.0078,0.0995,6.9219,6.6135,6.6222,6.6704,12.3612,87.6388,7.9499,7.6098,94.854,2.2957,2.398,-0.3451,0.2994,64496644.42,73579492.58,83970579.48,7.9499,8.6478,18.0164,17.1647,5.6668,4.5843,2181.3536,,4.6663,,1.3854,0.0022,1.4383,14.7884,33.75,17.1139,17.5868,14.7843,61.2824,150.975,9.2054,5.1079,4.9449,5.1079,4.9449,4.1578,34,23.5582,18.6776,101.2678,1.3214,20.9907,1.0377,0.9915,99.5656,6.2726,121.8925,0.1897,1037065.44,60650591.12,-1164956292,94.0368,99.5656,6.2191,1.3413,58.5715,4.3834,,,100,0,96.3225,3.6775,95.6166,717566990.1,0.0017,64.6902,64.6902,,25.6119,0.063,6.6704,83.8528,104.5353,7.6098,18,124,191,6,0.2667,0.1333,0.0222,0.4998,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
81.5,78331,C300043,星辉互动娱乐股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.19,2.2234,2.2668,0.1694,0.306,1.0737,1.1125,0.5027,-0.0257,0.3341,8.9812,4.0352,7.1395,8.5381,45.0901,54.9099,7.4714,13.5012,95.2415,18.9451,10.5389,4.6112,3.6896,238463435.9,380777924.8,620676369.4,7.4714,9.7126,0.6479,0.5871,0.507,115.3423,86.6984,94.7731,427.3187,28.9608,0.196,,0.3677,5.5556,19.02,-7.9375,-4.4737,-2.6905,26.7838,122.5485,-4.6691,8.7414,-0.4022,8.7414,-0.4022,7.9841,89,14.0608,5.6685,,2.5782,2.428,1.0622,0.4726,106.3443,22.1748,466.009,1.3363,-31968888.48,625402922.3,352406502.6,259.7161,106.3443,10.48,0.2168,84.3473,53.5756,0.239,0.0062,48.6582,51.3418,53.3067,46.6933,46.4244,-598961283.9,0.5389,55.0447,55.0447,12.8952,11.7071,13.5723,8.5381,98.7667,64.0293,13.5012,227,10,32,5,0.4546,0.0779,0.0156,0.1714,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68,78329,C300044,深圳市赛为智能股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.0967,2.9802,1.6302,0.0927,0.152,0.6673,0.7223,0.0504,-0.2902,-0.0387,3.2914,1.6322,3.5558,5.833,34.6219,65.3781,5.6854,9.3224,96.3563,2.6693,7.7664,3.7253,12.3025,75299129.76,118189610.1,163076994,5.6854,7.0978,1.2664,1.2221,1.1622,102.4025,97.6538,106.6809,230.6656,59.2132,0.0165,0.9339,0.0206,-64.5007,24,-64.0741,-65.1066,-59.0012,42.8516,111.5661,-59.6793,2.6564,11.0064,2.6564,11.0064,2.9371,564,1.5662,1.077,,0.5338,3.1763,0.5542,0.2798,64.1862,3.093,84.8856,9.0833,-225703450.2,39212720.2,-219116111.6,53.0253,64.1862,0.8655,0.3549,89.6717,49.7884,0.0919,,51.6162,48.3838,80.0797,19.9203,50.2116,506279650.6,0.1975,64.5412,64.5412,0.0028,1.427,-0.7068,5.833,103.3208,60.5587,9.3224,6,63,117,5,0.6727,0.0546,0.0109,0.0812,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
