公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,A股股票代码_A_Stkcd,B股股票代码_B_Stkcd,H股股票代码_H_stkcd,上市标识_Lstflg,截止日期_Enddt,报表类型_Reporttype,每股收益(元/股)_BasicEPS,稀释每股收益(元/股)_DilutEPS,每股收益(期末股本摊薄)(元/股)_EPS,每股收益(TTM)(元/股)_EPSTTM,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业收入(元/股)_MincmPS,每股营业收入(TTM)(元/股)_MincmPSTTM,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股资本公积金(元/股)_CapsurfdPS,每股盈余公积金(元/股)_SurrefdPS,每股公积金(元/股)_AccumfdPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股经营活动现金流量(TTM)(元/股)_OpeCFPSTTM,每股净现金流量(元/股)_CFPS,每股净现金流量(TTM)(元/股)_CFPSTTM,每股企业自由现金流量(元/股)_EntfcfPS,每股股东自由现金流量(元/股)_ShrhfcfPS,净资产收益率(平均)(%)_AvgROE,净资产收益率(加权)(%)_WROE,净资产收益率(摊薄)(%)_ROE,净资产收益率(扣除，摊薄)(%)_ROEcut,净资产收益率(扣除，加权)(%)_WROEcut,净资产收益率(TTM)(%)_ROETTM,资产报酬率(%)_ROAEBIT,资产报酬率(TTM)(%)_ROAEBITTTM,资产净利率(%)_ROA,资产净利率(TTM)(%)_ROATTM,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售净利率(TTM)(%)_NetprfrtTTM,销售毛利率(%)_Gincmrt,销售毛利率(TTM)(%)_GincmrtTTM,销售成本率(%)_Salcostrt,销售期间费用率(%)_Pdcostrt,销售期间费用率(TTM)(%)_PdcostrtTTM,净利润/营业总收入_NprTOR,净利润/营业总收入(TTM)_NprTORTTM,营业利润/营业总收入_OpeprTOR,营业利润/营业总收入(TTM)_OpeprTORTTM,息税前利润/营业总收入(%)_EBITTOR,息税前利润/营业总收入(TTM)(%)_EBITTORTTM,营业总成本/营业总收入(%)_TopecostTOR,营业总成本/营业总收入(TTM)(%)_TopecostTORTTM,销售费用率(%)_Opeexprt,销售费用率(TTM)(%)_OpeexprtTTM,管理费用率(%)_Admexprt,管理费用率(TTM)(%)_AdmexprtTTM,财务费用率(%)_Finexprt,财务费用率(TTM)(%)_FinexprtTTM,资产减值损失/营业总收入_AstimpaTOR,资产减值损失/营业总收入(TTM)_AstimpaTORTTM,净利润_Netprf,扣除非经常性损益后的净利润_Netprfcut,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/带息债务(%)_Tanastintdb,有形净值/净债务(%)_Tanastndb,息税折旧摊销前利润/负债合计_EBITDAtotlia,经营净现金流量/负债合计_NOCFtotlia,经营净现金流量/带息债务_NOCFintdb,经营净现金流量/流动负债_NOCFtotcurlia,经营净现金流量/净债务_NOCFndb,利息保障倍数_Intcvr,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,稀释每股收益增长率(%)_DilutEPSgrrt,营业收入增长率(%)_Opeincmgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润增长率(%)_NPPCgrrt,归属母公司的净利润(扣除)增长率(%)_NPPCcutgrrt,归属母公司股东的净利润3年复合增长率()_NetProfShareGrRt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,每股经营活动现金流量增长率(%)_OpeCPSgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,每股净资产相对年初增长率(%)_NAPSgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,存货周转天数(天/次)_invtrtrday,应收账款周转率(次)_ARTrat,应收账款周转天数(天/次)_ARTday,应付账款周转率(次)_AccrPayrat,应付账款周转天数(天/次)_AccrPayday,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售商品劳务收入现金/营业收入(TTM)(%)_SalesevOpeincmTTM,销售现金比率(%)_Casrtsale,销售现金比率(TTM)(%)_CasrtsaleTTM,经营现金净流量/经营净收益(%)_NOCFONI,经营现金净流量/经营净收益(TTM)(%)_NOCFONITTM,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,销售商品劳务收入现金(元)_Salesevcash,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,每股股利(元/股)_DivPS,股利保障倍数(倍)_Divcvr,现金股利保障倍数(倍)_Cashdivcvr,股利支付率(%)_Divprt,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,流动资产/总资产(%)_Curtotast,非流动资产/总资产(%)_Noncurtotast,固定资产比率(%)_Fixassrt,无形资产比率(%)_Intanassrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,权益乘数(%)_Equmul,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,长期资产适合率(%)_Lassfitass,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,对联营合营公司投资收益/利润总额(TTM)(%)_InvretassoctprfTTM,价值变动净收益／利润总额(%)_Valchgtprf,价值变动净收益／利润总额(TTM)(%)_ValchgtprfTTM,营业外收支净额／利润总额(%)_Noopenitprf,营业外收支净额／利润总额(TTM)(%)_NoopenitprfTTM,所得税／利润总额(%)_Taxtprf,扣除非经常损益后的净利润／净利润(%)_Nprfcutnprf,权益乘数(杜邦分析)(%)_EqumulDP,归属母公司股东的净利润/净利润(%)_NPPCNPDP,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP
144,C000429,广东省高速公路发展股份有限公司,1,429,200429,,AB,31/12/18,Q4,0.8,0.8,0.8021,0.8021,4.5852,1.5395,1.5395,1.5395,1.0056,1.1016,1.2133,0.3709,1.5842,1.8838,2.2546,0.9164,0.9164,-0.1147,-0.1147,1.1738,0.2423,18.0231,18.37,17.4933,14.556,15.29,18.0231,14.0354,14.0354,11.5989,11.6799,13.9075,59.1339,59.1339,60.2604,60.2604,39.7396,12.3027,12.3027,59.1339,59.1339,65.3221,65.3221,71.5557,71.5557,52.5486,52.5486,0,0,5.6977,5.6977,6.6049,6.6049,-0.0313,-0.0313,1677028179,1395441392,2303160089,3113398239,65.3221,125.2308,0.7391,0.7391,0.738,65.1904,153.3968,163.1348,68.4344,155.4016,243.3952,0.4982,0.3066,0.326,0.6338,0.5107,11.2106,,0.6338,11.1111,11.1111,4.1967,27.7,14.4606,10.6395,11.2919,11.0672,9.7051,52.87,52.8091,-12.711,-12.7072,4.5375,6.2466,-1.3763,6.24,6.2466,-1.3763,6.3142,10,15787.8063,0.0228,35.0392,10.2742,,,1.3668,0.3997,0.3459,0.1961,102.1448,102.1448,59.5268,59.5268,125.448,125.448,1.0434,-239738904.1,1915985578,3287727514,3197376202,100.6644,102.1448,11.676,1.0155,0.562,1.4272,1.6306,70.0664,29.9336,38.3508,13.7098,86.2902,46.6378,0.0352,0.1831,,61.9967,38.0033,48.369,51.631,61.6492,1.6221,-788739592.8,0.3212,1.0692,72.8085,72.8085,22.1133,22.1133,2.0873,2.0873,-0.229,-0.229,9.266,73.3154,1.7635,88.1097,59.1339,90.734,91.0799,71.5557
154,C000507,珠海港股份有限公司,1,507,,,A,31/12/18,Q4,0.2138,0.2138,0.2138,0.2138,3.6396,3.312,3.312,3.312,0.3294,0.4665,1.0151,0.1796,1.1947,1.4413,1.6209,0.4795,0.4795,0.5958,0.5958,0.6444,0.5913,5.9574,5.94,5.8736,5.1886,5.24,5.9574,5.7049,5.7049,3.0266,2.8223,5.5441,7.3809,7.3809,19.1693,19.1693,80.8307,14.7,14.7,7.3809,7.3809,9.9452,9.9452,14.0862,14.0862,95.9153,95.9153,3.5378,3.5378,6.4851,6.4851,4.6771,4.6771,-0.4687,-0.4687,168786840.8,149101642.8,368348698,548661191.2,9.9452,9.8577,0.8744,0.8283,0.7491,124.4407,80.3596,89.9735,138.7935,80.6692,114.0484,0.1519,0.1059,0.1185,0.1997,0.1676,3.0169,,0.1997,20.0449,20.0449,33.3895,8.94,29.8966,20.4335,15.9272,19.515,26.8928,29,60.8107,4.6106,4.603,16.1548,2.8932,12.5763,2.89,2.8932,12.5763,5.2944,70,26.0442,13.8227,6.3582,56.6207,,,1.8762,1.0022,0.923,0.405,110.4215,110.4215,14.4787,14.4787,354.4652,354.4652,1.9015,470380196.3,378612389.1,2887480543,370925595.3,196.1645,110.4215,5.8639,1.1701,0.05,4.2756,9.5907,23.3887,76.6113,52.2906,24.2425,75.7575,38.3192,3.1722,0.1352,0.0875,47.3611,52.6389,53.0192,46.9808,47.7094,2.096,-238095109.9,0.5149,1.1198,43.3748,43.3748,14.4367,14.4367,33.0944,33.0944,-5.6075,-5.6075,21.6226,77.2517,2.2789,87.4509,7.3809,78.3774,66.8535,14.0862
201,C000555,神州数码信息服务股份有限公司,3,555,,,A,31/12/18,Q4,0.0437,0.0437,0.0437,0.0437,5.1338,9.4219,9.4219,9.4219,0.0914,0.1517,2.3605,0.0282,2.3887,1.6761,1.7043,0.2463,0.2463,-0.3038,-0.3038,0.2917,0.4517,0.856,0.86,0.8511,-2.6401,-2.66,0.856,1.365,1.365,0.4414,0.4419,1.3424,0.5207,0.5207,18.6278,18.6278,81.3722,12.0302,12.0302,0.5207,0.5207,0.9696,0.9696,1.6102,1.6102,101.7814,101.7814,6.0783,6.0783,5.2587,5.2587,0.6932,0.6932,5.3338,5.3338,42096244.42,-130582454.9,146164344.9,262402835.8,0.9696,0.9273,1.3782,1.0686,0.819,114.6891,87.1922,120.1862,182.954,75.3416,119.3767,0.0445,0.0418,0.0576,0.0426,0.0913,2.1639,0.0461,0.0426,-86.0872,-86.0872,10.8743,10.58,-76.8967,-79.4466,-85.1414,-86.0904,-149.4333,-50.68,2.3847,-30.9609,-30.9504,-86.2486,1.1504,-0.2191,1.15,1.1504,-0.2191,0.1923,208,4.2081,85.5493,2.9305,122.8501,,,1.1888,15.6265,1.8458,0.8477,111.4984,111.4984,2.6136,2.6136,,,0.3489,-292697608.8,237248165.2,10121098505,-11370523769,501.9011,111.4984,2.2156,1.54,0.035,1.2484,7.0358,80.1024,19.8976,53.0334,71.837,28.163,4.9811,1.4292,0.0042,,54.5839,45.4161,98.2868,1.7132,46.9666,2.1292,2108470719,0.0193,4.4432,-205.6859,-205.6859,-3.6184,-3.6184,234.7411,234.7411,-11.9498,-11.9498,39.8729,-276.2486,2.1773,89.0551,0.5207,60.1271,53.7864,1.6102
273,C000636,广东风华高新科技股份有限公司,3,636,,,A,31/12/18,Q4,1.14,1.14,1.1362,1.1362,6.0693,5.1162,5.1162,5.1162,1.3711,1.3695,2.6888,0.4749,3.1637,1.7799,2.2549,1.6328,1.6328,0.8177,0.8177,1.0733,0.851,20.4839,20.49,18.7206,17.3967,19.04,20.4839,18.3363,18.3363,15.3875,14.607,20.0104,22.4624,22.4624,41.6695,41.6695,58.3305,8.1817,8.1817,22.4624,22.4624,26.7992,26.7992,26.7671,26.7671,75.8202,75.8202,2.0321,2.0321,6.2734,6.2734,-0.1239,-0.1239,4.2353,4.2353,1017172199,945238277.7,1225984965,1507331885,26.7992,40.1755,2.5647,2.188,1.8437,27.8882,358.5741,593.2093,30.233,547.2019,,0.9746,0.9647,1.5959,1.0958,,588.8028,0.0869,1.0958,307.1429,307.1429,36.5109,33.16,286.4632,293.5582,292.6211,312.0629,479.3772,154.47,43.7717,260.1642,260.1235,241.1188,20.7973,11.2893,20.79,20.7973,11.2893,16.8337,137,5.3609,67.1542,5.1124,70.417,,,1.497,2.1443,0.9224,0.685,85.4359,85.4359,31.9148,31.9148,131.9892,131.9892,1.7118,732026222.4,1461760938,3913135385,-1152814796,142.0812,85.4359,21.8627,1.2949,0.3,3.7874,5.4428,26.4036,73.5964,21.5138,48.5738,51.4262,30.8088,1.5768,,,85.5743,14.4257,88.0339,11.9661,78.4862,1.2741,2087247042,0.0328,1.9443,90.488,90.488,2.5293,2.5293,2.3501,2.3501,-0.2903,-0.2903,15.9393,91.8759,1.3465,98.8678,22.4624,84.0607,99.8302,26.7671
419,C000823,广东汕头超声电子股份有限公司,2,823,,,A,43465,Q4,0.5025,0.5025,0.5025,0.5025,6.171,9.2022,9.2022,9.2022,0.6967,0.7159,2.6531,0.3511,3.0042,2.0699,2.421,0.8539,0.8539,0.1043,0.1043,0.7716,0.9316,8.3912,8.39,8.1435,7.8941,8.13,8.3912,7.3044,7.3044,6.2725,6.0778,9.1903,6.6811,6.6811,20.0201,20.0201,79.9799,7.4483,7.4483,6.6811,6.6811,7.5708,7.5708,7.7802,7.7802,92.6692,92.6692,3.0876,3.0876,4.8528,4.8528,-0.4921,-0.4921,0.7354,0.7354,269843536.4,261580145.9,384437729.2,590711613.6,7.5708,8.5979,2.0486,1.6462,1.5702,51.7135,193.3731,216.1797,54.2324,206.1389,547.4881,0.3355,0.2676,0.2991,0.2847,0.7945,29.5621,0.0611,0.2847,40.5988,40.5988,14.0342,10.73,29.717,31.5859,36.9189,40.6107,43.8131,43.46,11.1322,44.8384,44.8516,32.3114,6.2726,6.6194,6.27,6.2726,6.6194,8.4809,162,5.9927,60.0741,3.5229,102.1914,,,1.5472,3.1001,1.5365,0.9389,77.4891,77.4891,9.2792,9.2792,126.5772,126.5772,1.8788,56029336.86,458506165.1,3828926332,47416860.81,138.8872,77.4891,8.7118,1.5884,0.1,5.0253,8.5388,19.8992,80.1008,31.5478,60.7358,39.2642,28.85,1.4399,0.0129,,68.3724,31.6276,93.9743,6.0257,68.4522,1.4609,1688657042,0.0278,2.2852,97.5234,97.5234,-1.2552,-1.2552,0.4302,0.4302,-0.7157,-0.7157,11.1204,79.2358,1.6366,81.7389,6.6811,88.8796,96.6173,7.7802
423,C000828,东莞发展控股股份有限公司,1,828,,,A,43465,Q4,1.009,1.009,1.009,1.009,6.2452,1.5618,1.5618,1.5618,1.3101,1.2806,1.0954,0.7532,1.8486,3.3574,4.1106,2.1442,2.1442,0.5825,0.5825,1.6458,2.1429,17.2673,17.27,16.1563,12.8685,13.75,17.2673,12.5433,12.5433,9.912,9.5551,11.4625,64.795,64.795,65.2408,65.2408,34.7592,1.7162,1.7162,64.795,64.795,83.887,83.887,81.996,81.996,36.8789,36.8789,,,3.667,3.667,-1.9508,-1.9508,-0.1591,-0.1591,1048859921,835416584.5,1331222666,1591800784,83.887,230.2645,0.8627,0.8627,0.6276,69.0485,144.8257,187.3263,74.0666,174.6347,328.4359,0.3513,0.4972,0.6432,0.8501,1.2096,,,0.8501,18.2745,18.2745,11.7895,13.96,23.1441,23.0116,18.3071,18.2726,-5.3475,8.7,21.4018,4458.9939,4462.1277,3.0534,14.7683,7.7589,14.76,14.7683,7.7589,13.6206,5,,,66.0573,5.4498,,,0.7896,0.9955,0.2673,0.153,79.6708,79.6708,137.2911,137.2911,217.5042,217.5042,0.0578,605560404.7,2228948846,1293471768,-750787661.6,211.8853,79.6708,21.002,1.5612,0.27,3.737,7.9415,26.7595,73.2405,40.7162,20.5463,79.4537,13.95,2.4855,0.1146,0.0273,65.1964,34.8036,58.4908,41.5092,59.2838,1.6868,-359890901.4,0.2851,1.7847,75.1531,75.1531,8.0456,8.0456,16.3359,16.3359,0.1227,0.1227,22.854,79.4152,1.7472,99.7053,64.795,77.146,102.4319,81.996
45,C001872,招商局港口集团股份有限公司,1,1872,201872,,AB,43465,Q4,0.61,0.61,0.608,0.608,17.1519,5.4106,5.4106,5.4106,2.0476,2.7962,10.8324,0.294,11.1263,4.9714,5.2654,2.3913,2.3913,-1.3138,-1.3138,-0.2217,5.6519,3.6817,3.883,3.5449,1.678,1.838,3.6817,4.2291,4.2291,4.2442,2.2543,6.8264,29.7413,29.7413,40.8533,40.8533,59.1467,29.8378,29.8378,29.7413,29.7413,37.8451,37.8451,51.6795,51.6795,92.751,92.751,,,12.9013,12.9013,16.9365,16.9365,,,1090418911,516155803.8,5014666415,6859377690,37.8451,41.8593,1.063,1.052,0.7134,154.7478,64.6213,81.8776,3497.1359,3.6231,4.463,0.1437,0.0901,0.1142,0.4327,0.1406,3.5811,60.3992,0.4327,-53.9394,-53.9394,28.6132,73.04,-39.2021,-39.941,-46.9262,-53.8977,3.5681,27.37,2.5437,23.4109,-55.6312,-57.3233,8.0272,17.3023,-61.16,8.0272,17.3023,8.2347,6,59.9848,6.0015,37.7443,,,,0.9056,0.4204,0.3276,0.0818,98.7436,98.7436,44.1967,44.1967,609.694,609.694,1.3211,-2356178578,4288575425,9581481387,-14269118724,148.6037,98.7436,3.6167,2.9961,0.114,5.3335,20.9763,18.7496,81.2504,37.1832,8.2289,91.7711,17.9617,16.2173,0.0545,0.1726,45.018,54.982,20.8197,79.1803,62.8168,1.5919,624027301.2,0.4687,1.6141,19.4612,19.4612,108.2867,108.2867,-28.2331,-28.2331,-1.602,-1.602,20.1541,17.8853,4.0036,37.7842,29.7413,79.8459,72.0757,51.6795
2303,C002017,东信和平科技股份有限公司,3,2017,,,A,43465,Q4,0.11,0.11,0.1132,0.1132,2.8087,3.3284,3.3284,3.3284,0.1501,0.1189,0.6146,0.249,0.8635,0.9616,1.2106,0.2685,0.2685,0.1972,0.1972,0.1882,0.2523,4.0975,4.1,4.0306,2.7447,2.79,4.0975,2.5739,2.5739,2.428,2.3566,3.146,3.3703,3.3703,25.871,25.871,74.129,11.0927,11.0927,3.3703,3.3703,4.5106,4.5106,3.5728,3.5728,97.2254,97.2254,7.369,7.369,4.2277,4.2277,-0.504,-0.504,1.9269,1.9269,39206875.93,26698267.56,41183592.84,83574596.21,4.5106,5.2562,2.1289,1.3849,1.2673,69.0787,144.7624,213.7193,71.6638,206.0101,,0.1244,0.1384,0.2043,0.155,,,0.1065,0.155,0,0,-3.1179,-7.14,22.6116,22.3713,3.7475,3.9194,-20.9665,-15.21,5.9301,-2.2843,-2.257,0.5237,3.3772,6.256,3.4,3.3772,6.256,2.7182,211,2.102,171.2655,9.0038,39.9836,,,0.947,5.5207,1.2047,0.7204,113.3932,113.3932,8.0659,8.0659,290.706,290.706,0.6569,68289869.7,92976418.26,1307098334,-26289298.77,239.3214,113.3932,5.8108,1.8318,0.03,2.9271,6.9413,34.1639,65.8361,40.7588,77.4621,22.5379,12.3154,0.1904,,,68.1244,31.8756,89.2719,10.7281,59.2412,1.688,677174511,0.0738,3.9545,61.9411,61.9411,-4.426,-4.426,1.9956,1.9956,-0.6977,-0.6977,24.7596,68.7214,1.6722,100.9185,3.3703,75.2404,125.3764,3.5728
2735,C002045,国光电器股份有限公司,2,2045,,,A,43465,Q4,-0.49,-0.49,-0.4677,-0.4677,3.5358,8.6295,8.6295,8.6295,-0.5766,-0.4133,1.7695,0.2782,2.0477,0.4721,0.7503,0.2974,0.2974,0.5627,0.5627,0.1918,0.2283,-14.1544,-14.18,-13.2274,-15.8877,-17.03,-14.1544,-4.3162,-4.3162,-4.9183,-4.5903,-5.1367,-5.4578,-5.4578,12.2227,12.2227,87.7773,8.4084,8.4084,-5.4578,-5.4578,-6.682,-6.682,-4.7897,-4.7897,105.5067,105.5067,2.736,2.736,3.0398,3.0398,2.6326,2.6326,3.6062,3.6062,-219057420,-263114974,-193593337,-79100657,-6.682,-6.906,1.0541,0.817,0.6404,186.7096,53.5591,55.3146,230.2232,44.8598,51.9689,-0.0259,0.0451,0.0465,0.0622,0.0539,-2.5849,7.0174,0.0622,-258.0645,-258.0645,-0.1708,21.9,-268.189,-274.5764,-272.3931,-267.502,-447.5044,-265.91,51.2661,4.0967,-7.352,-245.5608,15.0732,15.3913,2.42,15.0732,15.3913,,158,6.259,57.5172,3.577,100.643,,,1.8096,5.8754,2.6117,0.9011,106.8576,106.8576,3.4467,3.4467,,,3.2117,263550374,139313550,4319081237,-1610214630,,106.8576,3.106,0.7025,0.08,-5.8461,3.7179,,,64.3403,49.1576,50.8424,14.5294,4.6025,0.1711,,35.6146,64.3854,72.4808,27.5192,35.6597,2.8043,121258345,0.4965,2.3337,,,,,,,,,,,2.8982,99.3004,-5.4578,,,-4.7897
3648,C002052,深圳市同洲电子股份有限公司,2,2052,,,A,43465,Q4,-0.44,-0.44,-0.4436,-0.4436,0.801,1.0699,1.0699,1.0699,-0.4328,-0.4163,1.1759,0.1066,1.2825,-1.4942,-1.3876,0.0026,0.0026,0.007,0.007,0.188,0.1392,-43.4149,-43.42,-55.382,-47.6947,-37.39,-43.4149,-18.6334,-18.6334,-19.8576,-21.8005,-25.7748,-41.4625,-41.4625,11.8434,11.8434,88.1566,28.4148,28.4148,-41.4625,-41.4625,-40.4485,-40.4485,-38.9064,-38.9064,140.9265,140.9265,10.5277,10.5277,15.2472,15.2472,2.6399,2.6399,15.6114,15.6114,-330925753.6,-284991662.7,-310525252.1,-274933420.7,-40.4485,-35.5381,1.2376,1.148,1.0329,154.0405,64.918,71.4281,162.4595,67.7265,185.6375,-0.3104,0.0021,0.0023,0.0021,0.0063,-15.434,0.034,0.0021,-4500,-4500,18.6171,-8.09,-1779.859,-3750.1998,-3802.0089,-3802.0089,-242.3887,-270.19,-437.2759,101.2851,101.2987,-5842.6379,-35.5375,-16.3655,-35.53,-35.5375,-16.3655,,255,5.0384,71.4527,1.9613,183.5517,,,0.6363,3.346,1.0471,0.4789,110.0149,110.0149,0.2405,0.2405,,,0.1666,5240667.3,1919632.57,878065723.3,-8603120.426,,110.0149,0.1152,0.708,,,,,,60.6362,74.4405,25.5595,14.9005,1.464,,,41.6665,58.3335,99.199,0.801,39.3638,2.5404,216918950.6,0.0123,1.7179,,,,,,,,,,,2.1863,100,-41.4625,,,-38.9064
3708,C002055,深圳市得润电子股份有限公司,2,2055,,,A,43465,Q4,0.5501,0.5501,0.5441,0.5441,5.6214,15.5393,15.5393,15.5393,0.5259,0.8666,2.6983,0.1373,2.8356,2.0597,2.197,-0.5219,-0.5219,-1.4528,-1.4528,0.9281,1.2345,10.2614,10.13,9.68,0.3809,0.4,10.2614,4.2097,4.2097,2.4908,2.4203,7.5486,3.2998,3.2998,14.0239,14.0239,85.9761,11.2001,11.2001,3.2998,3.2998,3.3843,3.3843,5.577,5.577,101.5703,101.5703,2.4919,2.4919,6.3775,6.3775,2.3308,2.3308,1.3442,1.3442,261024389.5,10270473.3,415716849.1,733564839,3.3843,3.4069,1.1086,0.8111,0.6681,262.4435,38.1034,45.7961,572.0689,21.0095,23.6721,0.0999,-0.0354,-0.0425,-0.0415,-0.0479,2.4608,1.5933,-0.0415,43.5543,43.5543,27.3981,34.88,70.0715,63.4396,66.2483,49.3652,-83.9461,45.25,56.8422,-49.9639,-46.0677,32.4395,12.7796,6.0038,9.82,12.7796,6.0038,9.1532,187,3.6862,97.6615,3.9925,90.1691,,,1.1051,6.5982,2.9303,0.7548,84.0098,84.0098,-3.3584,-3.3584,,,2.0081,-696879985.9,-250338695.4,6262176076,343730607.3,-101.7748,84.0098,-2.535,0.483,0.06,9.0691,-8.6979,11.0264,88.9736,69.6343,65.8088,34.1912,11.9423,5.828,0.0069,,31.4111,68.5889,85.2462,14.7538,30.3657,3.2932,655333674.6,0.3383,2.5842,-47.4317,-47.4317,31.0524,31.0524,96.868,96.868,-2.2237,-2.2237,0.3274,4.1754,3.8821,106.119,3.2998,99.6726,59.3628,5.577
3752,C002063,远光软件股份有限公司,2,2063,,,A,43465,Q4,0.2292,0.2292,0.2292,0.2292,2.6535,1.505,1.505,1.505,0.2286,0.2176,0.1775,0.2726,0.4502,1.2438,1.5165,0.1678,0.1678,0.0695,0.0695,0.2454,0.2575,9.17,9.1,8.6383,7.4896,7.89,9.17,7.1245,7.1245,7.2331,6.9661,8.2416,14.6782,14.6782,65.9869,65.9869,34.0131,31.7451,31.7451,14.6782,14.6782,15.1906,15.1906,14.4578,14.4578,88.8173,88.8173,17.5718,17.5718,14.8804,14.8804,-0.7071,-0.7071,1.6043,1.6043,194695651.6,168804547.7,184825316.7,218067608.4,15.1906,23.1371,5.7467,5.6334,5.4344,15.5994,641.0492,1388.1566,17.0087,1273.1386,,0.6098,0.4055,0.878,0.4219,,,0.0085,0.4219,12.1331,12.1331,8.4055,11.8,11.7146,10.505,12.5742,13.016,11.9637,17.11,-4.5215,33.0625,-5.6243,-0.0902,13.1181,7.9718,-19.75,13.1181,7.9718,7.3632,222,12.2306,29.4346,1.866,192.9364,,,0.6728,7.2926,0.6021,0.4928,106.388,106.388,11.151,11.151,99.7165,99.7165,1.1577,59010388.86,142551750.7,1360045286,-358857896.4,75.9697,106.388,5.495,1.2868,0.05,4.5843,3.3565,21.8136,78.1864,13.0524,72.085,27.915,6.1464,2.6306,,,93.2803,6.7197,96.1024,3.8976,86.9476,1.1501,1603846254,0.0059,5.1495,73.4999,73.4999,5.0587,5.0587,7.2836,7.2836,0.1575,0.1575,3.5252,89.9605,1.2219,103.7585,14.6782,96.4748,105.2343,14.4578
